# Copied from parent region
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
Nonthaburi,trn_pass_road,Bus,BEV,2070,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2070,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2070,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2075,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2075,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2075,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2075,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2080,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2080,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2080,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2080,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2085,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2085,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2085,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2085,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2090,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2090,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2090,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2090,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2095,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2095,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2095,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2095,non-energy,1.4833,CORE
Bangkok,trn_pass_road,Bus,BEV,2100,non-energy,1.4833,CORE
Nonthaburi,trn_pass_road,Bus,BEV,2100,non-energy,1.4833,CORE
Rest of Thailand,trn_pass_road,Bus,BEV,2100,non-energy,1.4833,CORE
SamutPrakan,trn_pass_road,Bus,BEV,2100,non-energy,1.4833,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,1975,non-energy,0.0679,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,1975,non-energy,0.0679,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,1975,non-energy,0.0679,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,1975,non-energy,0.0679,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.0679,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.0679,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.0679,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.0679,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.0561,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.0561,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.0561,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.0561,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.0488,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.0488,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.0488,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.0488,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.0417,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.0417,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.0417,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.0417,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.0349,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.0349,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.0349,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.0349,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.0349,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.0349,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.0349,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.0349,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.0349,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.0349,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.0349,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.0349,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.035,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.035,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.035,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.035,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.0352,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.0352,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.0352,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.0352,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.0353,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.0353,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.0353,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.0353,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.0355,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.0355,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.0355,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.0355,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.035,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.035,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.035,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.035,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.0345,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.0345,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.0345,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.0345,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.034,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.034,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.034,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.034,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.0336,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.0336,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.0336,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.0336,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.0331,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.0331,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.0331,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.0331,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.0326,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.0326,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.0326,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.0326,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.0321,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.0321,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.0321,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.0321,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.0316,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.0316,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.0316,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.0316,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.0312,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.0312,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.0312,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.0312,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.0312,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.0312,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.0312,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.0312,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,1975,non-energy,0.5448,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,1975,non-energy,0.5448,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,1975,non-energy,0.5448,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,1975,non-energy,0.5448,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.5448,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.5448,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.5448,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.5448,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.3148,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.3148,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.3148,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.3148,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2818,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2818,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2818,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2818,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2487,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2487,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2487,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2487,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2232,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2232,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2232,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2232,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.2177,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.2177,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.2177,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.2177,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.2123,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.2123,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.2123,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.2123,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.2131,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.2131,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.2131,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.2131,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.2146,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.2146,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.2146,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.2146,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.2173,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.2173,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.2173,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.2173,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.22,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.22,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.22,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.22,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.22,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.22,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.22,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.22,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.2199,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.2199,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.2199,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.2199,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1975,non-energy,1.1146,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1975,non-energy,1.1146,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1975,non-energy,1.1146,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1975,non-energy,1.1146,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,1.1146,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,1.1146,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,1.1146,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,1.1146,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.6044,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.6044,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.6044,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.6044,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.5374,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.5374,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.5374,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.5374,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4704,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4704,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4704,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4704,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4185,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4185,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4185,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4185,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.4069,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.4069,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.4069,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.4069,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.3952,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.3952,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.3952,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.3952,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.396,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.396,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.396,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.396,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.398,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.398,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.398,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.398,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.4025,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.4025,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.4025,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.4025,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.4069,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.4069,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.4069,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.4069,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.4068,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.4068,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.4068,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.4068,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.4067,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.4067,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.4067,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.4067,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.4067,CORE
